originals	tokenized	transliterated
mensenrechten	mensenrechten	mɛnsɛnrɛxtən
mensenrechtengaranties	mensenrechtengaranties	mɛnsɛnrɛxtɛŋarɑntsis
mensenrechteninstituut	mensenrechteninstituut	mɛnsɛnrɛxtenɪnstityt
mensenrechtenschenders	mensenrechtenschenders	mɛnsɛnrɛxtɛnsxɛndɛrs
mensenrechtensituatie	mensenrechtensituatie	mɛnsɛnrɛxtɛnsityatsi
mensheid	mensheid	mɛnshɛɪt
mensjes	mensjes	mɛnʃɛs
menstruatieklachten	menstruatieklachten	mɛnstryatiklɑxtən
menswaardig	menswaardig	mɛnsʋardəɣ
menswording	menswording	mɛnsʋɔrdɪŋ
mentale	mentale	mɛntalə
mentaliteit	mentaliteit	mɛntalitɛɪt
menthol	menthol	mɛnthɔl
mentorles	mentorles	mɛntɔrlɛs
mentrix	mentrix	mɛntrɪks
menu	menu	meny
Menu	Menu	meny
menukaart	menukaart	menykart
Meppel	Meppel	mɛpəl
Mercedes	Mercedes	mɛrsedɛs
Mercedes-Benz	Mercedes-Benz	mɛrsedesbɛns
merchandising	merchandising	mɛrxɑndisɪŋ
Merchiston	Merchiston	mɛrxɪstɔn
Merckx	Merckx	mɛrkks
Mercom	Mercom	mɛrkɔm
meren	meren	merən
merendeel	merendeel	merɛndel
merendeels	merendeels	merɛndels
Merfocell-absorptieschuimen	Merfocell-absorptieschuimen	mɛrfosɛlɑbsɔrptsisxœymən
Merford	Merford	mɛrfɔrt
Mergentheim	Mergentheim	mɛrɣənthɛɪm
merinques	merinques	meriŋkʋɛs
merk	merk	mɛrk
merkbaar	merkbaar	mɛrkbar
merkdealer	merkdealer	mɛrkdealər
Merkel	Merkel	mɛrkəl
merken	merken	mɛrkən
merkenoverzicht	merkenoverzicht	mɛrkenovɛrzɪxt
merknaam	merknaam	mɛrknam
Merkplek	Merkplek	mɛrkplɛk
merkt	merkt	mɛrkt
merkten	merkten	mɛrktən
merkwaardig	merkwaardig	mɛrkʋardəɣ
Merrick	Merrick	mɛrɪk
Mertens	Mertens	mɛrtɛns
mes	mes	mɛs
mesaanval	mesaanval	mesanvɑl
Mesch	Mesch	mɛsx
Meshaal	Meshaal	meshal
Mesigit	Mesigit	mesiɣɪt
message	message	mɛsaɣə
Messi	Messi	mɛsi
Messina	Messina	mɛsina
messing	messing	mɛsɪŋ
mest	mest	mɛst
met	met	mɛt
Met	Met	mɛt
mét	mét	met
Mèt	Mèt	mɛ:t
metafysische	metafysische	metafisisə
metal	metal	metɑl
Metal	Metal	metɑl
metalen	metalen	metalən
metalheads	metalheads	metalheɑts
metallurgische	metallurgische	metɑlœrɣisə
metamorfe	metamorfe	metamɔrfə
metamorfose	metamorfose	metamɔrfosə
meteen	meteen	meten
Meteen	Meteen	meten
meten	meten	metən
meteoor	meteoor	meteor
meter	meter	metər
meters	meters	metɛrs
meterstanden	meterstanden	metɛrstɑndən
Metgod	Metgod	mɛtɣɔt
meth	meth	met
Methamfetamine	Methamfetamine	methɑmfetaminə
methionine-belastingstest	methionine-belastingstest	methioninebəlɑstɪŋstɛst
methode	methode	methodə
methoden	methoden	methodən
methodes	methodes	methodɛs
methylamfetamine	methylamfetamine	methilɑmfetaminə
meting	meting	metɪŋ
metingen	metingen	metɪŋən
metrieken	metrieken	mɛtrikən
metro	metro	mɛtro
Metro	Metro	mɛtro
metrolijn	metrolijn	mɛtrolɛɪn
metroman	metroman	mɛtromɑn
Metropole	Metropole	mɛtropolə
metrostations	metrostations	mɛtrɔstaʃɔns
metselaar	metselaar	mɛtselar
Metselairs	Metselairs	mɛtselɑɪrs
Metselmortel	Metselmortel	mɛtsɛlmɔrtəl
metta-meditatie	metta-meditatie	mɛtameditatsi
metten	metten	mɛtən
meubel	meubel	møbəl
meubelen	meubelen	møbələn
meubelstudio	meubelstudio	møbəlstydio
meubilair	meubilair	møbilɑɪr
meuktracker	meuktracker	møktrɑkər
Meulenhoff	Meulenhoff	mølenhɔf
mevr	mevr	mɛvr
mevrouw	mevrouw	mɛvrɑuʋ
Mexico	Mexico	mɛksiko
Meyers	Meyers	meiɛrs
Meyvis	Meyvis	meivɪs
mezelf	mezelf	mezɛlf
mezzo	mezzo	mɛtso
mezzosopraanpartijen	mezzosopraanpartijen	mɛtsosɔpranpɑrtɛɪən
mg	mg	mɣ
mgr	mgr	mɣr
Mgr	Mgr	mɣr
Mi	Mi	mi
Mia	Mia	mia
Miami	Miami	miami
Michael	Michael	mɪxaəl
Michail	Michail	mɪxɑɪl
Michel	Michel	mɪxəl
Michelangelo	Michelangelo	mɪxelɑŋəlo
Michiels	Michiels	mɪxils
Michielsgestel	Michielsgestel	mɪxilsɣəstəl
Mickey	Mickey	mɪkɛi
microfoon	microfoon	mɪkrofon
microfoonsystemen	microfoonsystemen	mɪkrofonsistemən
microns	microns	mɪkrɔns
microperforatie	microperforatie	mɪkropɛrforatsi
Micropodabrus	Micropodabrus	mɪkropodɑbrœs
Microsoft	Microsoft	mɪkrosɔft
Microsystems	Microsystems	mɪkrosistɛms
microzwaartekrachtonderzoek	microzwaartekrachtonderzoek	mɪkrozʋartɛkrɑxtɔndɛrzuk
Mid-week	Mid-week	midʋek
Middachtensingel	Middachtensingel	mɪdɑxtɛnsɪŋəl
middag	middag	mɪdɑɣ
middagpauze	middagpauze	mɪdɑɣpɑuzə
middags	middags	mɪdɑɣs
Middagsymposium	Middagsymposium	mɪdɑɣsimposiœm
middagtemperaturen	middagtemperaturen	mɪdɑɣtɛmperatyrən
middel	middel	mɪdəl
middelbaar	middelbaar	mɪdɛlbar
Middelbaar	Middelbaar	mɪdɛlbar
middelbare	middelbare	mɪdɛlbarə
middeleeuwen	middeleeuwen	mɪdeleuʋən
Middeleeuwen	Middeleeuwen	mɪdeleuʋən
Middeleeuws	Middeleeuws	mɪdeleuʋs
middeleeuwse	middeleeuwse	mɪdeleuʋsə
middelen	middelen	mɪdelən
middelgrote	middelgrote	mɪdɛlɣrotə
middellange	middellange	mɪdɛlɑŋə
middelpunt	middelpunt	mɪdɛlpœnt
middels	middels	mɪdɛls
Middels	Middels	mɪdɛls
middelste	middelste	mɪdɛlstə
middelvingers	middelvingers	mɪdɛlvɪŋərs
midden	midden	mɪdən
Midden	Midden	mɪdən
Midden-Brabant	Midden-Brabant	mɪdenbrabɑnt
Midden-Delfland	Midden-Delfland	mɪdendɛlflɑnt
Midden-Europa	Midden-Europa	mɪdenøropa
Midden-Nederland	Midden-Nederland	mɪdennedɛrlɑnt
Midden-Oosten	Midden-Oosten	mɪdenostən
middenbouw	middenbouw	mɪdɛnbɑuʋ
middenin	middenin	mɪdenɪn
middenkaderfunctie	middenkaderfunctie	mɪdɛŋkadɛrfœnksi
middensegment	middensegment	mɪdɛnsɛɣmɛnt
middenvelder	middenvelder	mɪdɛnvɛldər
middenvelders	middenvelders	mɪdɛnvɛldɛrs
middenzuil	middenzuil	mɪdɛnzœyl
middernacht	middernacht	mɪdɛrnɑxt
middle	middle	mɪdlə
midi	midi	midi
Midlands	Midlands	mɪtlɑnts
Midnight	Midnight	mɪtnigt
Midsomer	Midsomer	mɪtsomər
midvoor	midvoor	mɪtvor
Miek	Miek	mik
Mieke	Mieke	mikə
Miel	Miel	mil
Miemy	Miemy	mimi
mien	mien	min
Mieneke	Mieneke	minekə
miertjes	miertjes	mircɛs
mietje	mietje	micə
Migchelbrink	Migchelbrink	mɪɣxɛlbrɪŋk
migrans	migrans	mɪɣrɑns
migranten	migranten	mɪɣrɑntən
Miguel	Miguel	migəl
Mihajlovic	Mihajlovic	mihajlovɪk
Mihelcic	Mihelcic	mihɛlsɪk
mij	mij	mɛɪ
Mij	Mij	mɛɪ
Mijdrecht	Mijdrecht	mɛɪdrɛxt
mijlpalen	mijlpalen	mɛɪlpalən
mijmeren	mijmeren	mɛɪmerən
mijn	mijn	mɛɪn
Mijn	Mijn	mɛɪn
Mijnders	Mijnders	mɛɪndɛrs
mijne	mijne	mɛɪnə
mijnen	mijnen	mɛɪnən
mijngebouw	mijngebouw	mɛɪŋəbɑuʋ
mijnterrein	mijnterrein	mɛɪntɛrɛɪn
mijnwerkers	mijnwerkers	mɛɪnʋɛrkɛrs
mijnwerkershuisjes	mijnwerkershuisjes	mɛɪnʋɛrkɛrshœyʃɛs
mijten	mijten	mɛɪtən
mijter	mijter	mɛɪtər
mijzelf	mijzelf	mɛɪzɛlf
Mike	Mike	mikə
Mikhail	Mikhail	mikhɑɪl
Milam	Milam	milɑm
Milan	Milan	milɑn
Milbo	Milbo	mɪlbo
Milde	Milde	mɪldə
milieu	milieu	miljø
Milieu	Milieu	miliø
milieuafdeling	milieuafdeling	miljøɑfdelɪŋ
milieubeheer	milieubeheer	miljøbəher
milieubeleid	milieubeleid	miljøbəlɛɪt
milieubeweging	milieubeweging	miljøbəʋeɣɪŋ
Milieucentrum	Milieucentrum	miliøsɛntrœm
Milieudefensie	Milieudefensie	miliødefɛnsi
milieudienst	milieudienst	miljødinst
Milieudienst	Milieudienst	miliødinst
milieumanagement	milieumanagement	miljømanaɣəmɛnt
Milieumanagementsysteem	Milieumanagementsysteem	miliømanaɣəmɛntsistem
Milieuminister	Milieuminister	miliøminɪstər
milieuproblemen	milieuproblemen	miljøprɔblemən
milieurisico	milieurisico	miljørisiko
milieuteam	milieuteam	miljøteɑm
milieutechnische	milieutechnische	miljøtɛxnisə
milieuvervuilende	milieuvervuilende	miljøvɛrvœylɛndə
milieuvriendelijk	milieuvriendelijk	miljøvrindelək
milieuvriendelijker	milieuvriendelijker	miljøvrindeləkər
Milieuzaken	Milieuzaken	miliøzakən
milieuzorg	milieuzorg	miljøzɔrɣ
militair	militair	militɑɪr
Militair	Militair	militɑɪr
militaire	militaire	militɑɪrə
militairen	militairen	militɑɪrən
militanten	militanten	militɑntən
militaristen	militaristen	militarɪstən
militieleden	militieleden	militsiledən
miljard	miljard	miljɑrt
miljardair	miljardair	miljɑrdɑɪr
miljarden	miljarden	miljɑrdən
miljardenomzet	miljardenomzet	miljɑrdenɔmzɛt
miljoen	miljoen	miljun
miljoenen	miljoenen	miljunən
Miljoenen	Miljoenen	miljunən
Millar	Millar	mɪlɑr
millennium	millennium	mɪlɛniœm
millenniumdoelen	millenniumdoelen	mɪlɛniœmdulən
millenniumproblemen	millenniumproblemen	mɪlɛniœmprɔblemən
millenniumwisseling	millenniumwisseling	mɪlɛniymʋɪselɪŋ
millibar	millibar	mɪlibɑr
millimeter	millimeter	mɪlimetər
Millmoor	Millmoor	mɪlmor
Mills	Mills	mɪls
Millwall	Millwall	mɪlʋɑl
Milner	Milner	mɪlnər
Milou	Milou	milɑu
Milquet	Milquet	milkʋɛt
Milram	Milram	mɪlrɑm
mimiek	mimiek	mimik
min	min	mɪn
Mina	Mina	mina
Minas-beleid	Minas-beleid	minasbəlɛɪt
mind	mind	mɪnt
Mind	Mind	mɪnt
minder	minder	mɪndər
Minder	Minder	mɪndər
mindere	mindere	mɪnderə
minderheden	minderheden	mɪnderhedən
minderheid	minderheid	mɪnderhɛɪt
mindering	mindering	mɪnderɪŋ
minderjarige	minderjarige	mɪnderjarəɣə
mindmaps	mindmaps	mɪntmɑps
Mindy	Mindy	mɪndi
mineraal	mineraal	mineral
minerale	minerale	mineralə
mineralen	mineralen	mineralən
Minerva	Minerva	minɛrva
Minervahaven	Minervahaven	minɛrvahavən
mineur	mineur	minør
Ming	Ming	mɪŋ
mini	mini	mini
Mini	Mini	mini
miniaturen	miniaturen	miniatyrən
miniaturisatie	miniaturisatie	miniatyrisatsi
minimaal	minimaal	minimal
Minimaal	Minimaal	minimal
minimale	minimale	minimalə
minimaliseren	minimaliseren	minimaliserən
minimum	minimum	minimœm
Minimum	Minimum	minimœm
minimumbod	minimumbod	minimœmbɔt
minimumsaldo	minimumsaldo	minimœmsɑldo
Mininova	Mininova	mininova
minister	minister	minɪstər
Minister	Minister	minɪstər
minister-president	minister-president	minɪsterpresidɛnt
ministerie	ministerie	minɪsteri
Ministerie	Ministerie	minɪsteri
ministeries	ministeries	minɪsteris
ministerposten	ministerposten	minɪstɛrpɔstən
ministers	ministers	minɪstɛrs
ministerschap	ministerschap	minɪstɛrsxɑp
Miniteam	Miniteam	miniteɑm
minnaar	minnaar	mɪnar
minnares	minnares	mɪnarɛs
Minnesota	Minnesota	mɪnesota
minnetjes	minnetjes	mɪnecɛs
Minoïsch	Minoïsch	minoɪsx
minst	minst	mɪnst
minste	minste	mɪnstə
minstens	minstens	mɪnstɛns
mint	mint	mɪnt
minus	minus	minœs
minuten	minuten	minytən
minuut	minuut	minyt
Minzolini	Minzolini	mɪnzolini
Miriam	Miriam	miriɑm
Mirjam	Mirjam	mirjɑm
Mirza	Mirza	mɪrza
Mirzam	Mirzam	mɪrzɑm
mis	mis	mɪs
Mis	Mis	mɪs
misbruik	misbruik	mɪsbrœyk
misbruiken	misbruiken	mɪsbrœykən
misbruikfeiten	misbruikfeiten	mɪsbrœykfɛɪtən
misbruikt	misbruikt	mɪsbrœykt
mischien	mischien	misxin
Mischien	Mischien	misxin
misdaadbestrijding	misdaadbestrijding	mɪsdatbəstrɛɪdɪŋ
misdadig	misdadig	mɪsdadəɣ
misdienaars	misdienaars	mɪsdinars
Misdienaars	Misdienaars	mɪsdinars
misdrijf	misdrijf	mɪsdrɛɪf
misérables	misérables	miserɑblɛs
misgaan	misgaan	mɪsɣan
misgelopen	misgelopen	mɪsɣəlopən
mishandelen	mishandelen	mishɑndelən
mishandeling	mishandeling	mishɑndelɪŋ
Miskom	Miskom	mɪskɔm
mislukking	mislukking	mɪslœkɪŋ
mislukt	mislukt	mɪslœkt
mislukte	mislukte	mɪslœktə
mislukten	mislukten	mɪslœktən
Mispellaan	Mispellaan	mɪspɛlan
miss	miss	mɪs
Miss	Miss	mɪs
misschien	misschien	mɪsxin
Misschien	Misschien	mɪsxin
missen	missen	mɪsən
Missen	Missen	mɪsən
missers	missers	mɪsɛrs
missie	missie	mɪsi
Missie	Missie	mɪsi
missing	missing	mɪsɪŋ
Missing	Missing	mɪsɪŋ
missionaris	missionaris	mɪʃonarɪs
missionering	missionering	mɪʃonerɪŋ
Missions	Missions	mɪʃɔns
Missouri	Missouri	mɪsɑuri
misstanden	misstanden	mɪstɑndən
misstappen	misstappen	mɪstɑpən
mist	mist	mɪst
misten	misten	mɪstən
mister	mister	mɪstər
mistverlichting	mistverlichting	mɪstvɛrlɪxtɪŋ
misverstanden	misverstanden	mɪsvɛrstɑndən
misvormde	misvormde	mɪsvɔrmdə
Mitch	Mitch	mɪtʃ
Mithril	Mithril	mithrɪl
mitochondria	mitochondria	mitɔxɔndria
Mitropool	Mitropool	mɪtropol
Mitros	Mitros	mɪtrɔs
mits	mits	mɪts
Mits	Mits	mɪts
mix	mix	mɪks
Mix	Mix	mɪks
mixing	mixing	mɪksɪŋ
Miyatake	Miyatake	miiatakə
ml	ml	ml
Mladic	Mladic	mladɪk
mld	mld	mlt
mm	mm	m
moaken	moaken	moakən
mobbing	mobbing	mɔbɪŋ
Mobiel	Mobiel	mobil
mobiele	mobiele	mobilə
Mobile	Mobile	mobilə
mobiliseren	mobiliseren	mobiliserən
Mobiliteit	Mobiliteit	mobilitɛɪt
mobilofoon	mobilofoon	mobilofon
mocht	mocht	mɔxt
Mocht	Mocht	mɔxt
mochten	mochten	mɔxtən
mode	mode	modə
model	model	modəl
Model	Model	modəl
modelcontract	modelcontract	modɛlkɔntrɑkt
modellen	modellen	modɛlən
modellering	modellering	modɛlerɪŋ
modemerken	modemerken	modemɛrkən
modeontwerpster	modeontwerpster	modeɔntʋɛrpstər
Moder	Moder	modər
modern	modern	modɛrn
moderne	moderne	modɛrnə
modernere	modernere	modɛrnerə
moderniseren	moderniseren	modɛrniserən
modernisering	modernisering	modɛrniserɪŋ
modernste	modernste	modɛrnstə
modewinkels	modewinkels	modeʋɪŋkɛls
modi	modi	modi
Modieus	Modieus	modiøs
modieuze	modieuze	modiøzə
mods	mods	mɔts
modulaire	modulaire	modylɑɪrə
module	module	modylə
Module	Module	modylə
modulus	modulus	modylœs
modus	modus	modœs
moe	moe	mu
moed	moed	mut
moeder	moeder	mudər
Moeder	Moeder	mudər
moederbord	moederbord	mudɛrbɔrt
moeders	moeders	mudɛrs
Moeders	Moeders	mudɛrs
moedig	moedig	mudəɣ
moeë	moeë	muə
moeheid	moeheid	muhɛɪt
moeilijk	moeilijk	muilək
moeilijke	moeilijke	muiləkə
moeilijker	moeilijker	muiləkər
moeilijkere	moeilijkere	muiləkerə
moeilijkheid	moeilijkheid	muiləkhɛɪt
Moeilijkheid	Moeilijkheid	muiləkhɛɪt
moeite	moeite	muitə
moeiteloos	moeiteloos	muitelos
moeizaam	moeizaam	muizam
moeizame	moeizame	muizamə
Moenan	Moenan	munɑn
moerassen	moerassen	murɑsən
moerasvlokevers	moerasvlokevers	murɑsvlokevɛrs
Moerenhout	Moerenhout	murenhɑut
moerenlandt	moerenlandt	murɛnlɑnt
Moerlen	Moerlen	murlən
moeslims	moeslims	muslɪms
moest	moest	must
Moest	Moest	must
moesten	moesten	mustən
moet	moet	mut
Moet	Moet	mut
moét	moét	moet
moeten	moeten	mutən
Moeten	Moeten	mutən
móeten	móeten	mutən
Moffat	Moffat	mɔfɑt
moffen	moffen	mɔfən
moge	moge	moɣə
mogelijk	mogelijk	moɣələk
Mogelijk	Mogelijk	moɣələk
mogelijke	mogelijke	moɣələkə
mogelijkerwijs	mogelijkerwijs	moɣələkerʋɛɪs
mogelijkheden	mogelijkheden	moɣələkhedən
mogelijkheid	mogelijkheid	moɣələkhɛɪt
mogelijks	mogelijks	moɣələks
mogelijkst	mogelijkst	moɣələkst
mogen	mogen	moɣən
Mogge	Mogge	mɔɣə
Moglen	Moglen	mɔɣlən
Mohammed	Mohammed	mohɑmɛt
Mol	Mol	mɔl
moleculen	moleculen	molekylən
molecuul	molecuul	molekyl
molen	molen	molən
Molen	Molen	molən
molenhuis	molenhuis	molenhœys
molenslag	molenslag	molɛnslɑɣ
molentjes	molentjes	molɛncɛs
Molenwater	Molenwater	molenʋatər
Molenweg	Molenweg	molenʋɛɣ
Molenwijk	Molenwijk	molenʋɛɪk
molotovcocktail	molotovcocktail	molotɔvkɔktɑɪl
Molteni	Molteni	mɔlteni
Mombarg	Mombarg	mɔmbɑrɣ
moment	moment	momɛnt
momenteel	momenteel	momɛntel
Momenteel	Momenteel	momɛntel
momenten	momenten	momɛntən
momint	momint	momɪnt
momma	momma	mɔma
Monaco	Monaco	monako
mond	mond	mɔnt
monde	monde	mɔndə
mondeling	mondeling	mɔndelɪŋ
mondelinge	mondelinge	mɔndelɪŋə
mondholte	mondholte	mɔndhɔltə
mondiaal	mondiaal	mɔndial
Mondial	Mondial	mɔndiɑl
mondje	mondje	mɔndjə
mondstuk	mondstuk	mɔntstœk
Mondt	Mondt	mɔnt
Money	Money	monɛi
mongol	mongol	mɔŋɔl
Moniek	Moniek	monik
Monique	Monique	monik
monitor	monitor	monitɔr
monitorcenter	monitorcenter	monitɔrsɛntər
monitoren	monitoren	monitorən
monitoring	monitoring	monitorɪŋ
Monitoring	Monitoring	monitorɪŋ
monnik	monnik	mɔnɪk
monniken	monniken	mɔnɪkən
Monogatari	Monogatari	monoɣatari
monohull	monohull	monohœl
monoloog	monoloog	monoloɣ
monopolie	monopolie	monopoli
monopoliewet	monopoliewet	monopoliʋɛt
monopolist	monopolist	monopolɪst
monotone	monotone	monotonə
monovolume	monovolume	monovolymə
Monowitz	Monowitz	monoʋɪts
Monroe	Monroe	mɔnru
Monshouwer	Monshouwer	mɔnshɑuʋər
monster	monster	mɔnstər
monsterboeken	monsterboeken	mɔnstɛrbukən
monsterjager	monsterjager	mɔnsterjaɣər
monsterlijke	monsterlijke	mɔnstɛrləkə
monsters	monsters	mɔnstɛrs
Mont	Mont	mɔnt
montage	montage	mɔntaɣə
Montage	Montage	mɔntaɣə
montagewerkzaamheden	montagewerkzaamheden	mɔntaɣəʋɛrkzamhedən
Montana	Montana	mɔntana
monteerde	monteerde	mɔnterdə
monteren	monteren	mɔnterən
monteur	monteur	mɔntør
Montezemolo	Montezemolo	mɔntezemolo
Montfalcone	Montfalcone	mɔntfɑlkonə
Montjean	Montjean	mɔnceɑn
monturen	monturen	mɔntyrən
monument	monument	monymɛnt
Monument	Monument	monymɛnt
monumentale	monumentale	monymɛntalə
monumenten	monumenten	monymɛntən
Monumenten	Monumenten	monymɛntən
Monumentendag	Monumentendag	monymɛntɛndɑɣ
Monumentendagen	Monumentendagen	monymɛntɛndaɣən
mooi	mooi	moi
Mooi	Mooi	moi
mooie	mooie	moiə
Mooie	Mooie	moiə
mooier	mooier	moiər
Mooijaart	Mooijaart	moijart
mooist	mooist	moist
mooiste	mooiste	moistə
Moon	Moon	mon
Moonen-Hartman	Moonen-Hartman	monenhɑrtmɑn
Moor	Moor	mor
moord	moord	mort
moorden	moorden	mordən
moordenares	moordenares	mordenarɛs
moordkuil	moordkuil	mortkœyl
moordt	moordt	mort
moordzaak	moordzaak	mortzak
Moore	Moore	morə
Moorman	Moorman	mormɑn
Mootje	Mootje	mocə
mopperend	mopperend	mɔperɛnt
mopshond	mopshond	mɔpshɔnt
moraal	moraal	moral
moraliteit	moraliteit	moralitɛɪt
more	more	morə
More	More	morə
Moreau	Moreau	moro
Morel	Morel	morəl
morele	morele	morelə
Moren	Moren	morən
morfogenetisch	morfogenetisch	mɔrfoɣənetis
morfologische	morfologische	mɔrfoloɣisə
Morgan	Morgan	mɔrɣɑn
morgana	morgana	mɔrɣana
morgen	morgen	mɔrɣən
Morgen	Morgen	mɔrɣən
morgens	morgens	mɔrɣəns
morgenstond	morgenstond	mɔrɣənstɔnt
Moria	Moria	moria
Morin	Morin	morɪn
Morissette	Morissette	morɪsɛtə
Morlon	Morlon	mɔrlɔn
morren	morren	mɔrən
Morriën	Morriën	mɔriən
Morris	Morris	mɔrɪs
Mortier	Mortier	mɔrtsir
Mos	Mos	mɔs
Moschcowitz	Moschcowitz	mɔsxkoʋɪts
moskau	moskau	mɔskɑu
moskee	moskee	mɔske
Moskee	Moskee	mɔske
Moskou	Moskou	mɔskɑu
Mosley	Mosley	mɔslɛi
moslim	moslim	mɔslɪm
moslimbashen	moslimbashen	mɔslɪmbashən
moslimmannen	moslimmannen	mɔslɪmɑnən
moslimmigranten	moslimmigranten	mɔslɪmɪɣrɑntən
moslims	moslims	mɔslɪms
Moslims	Moslims	mɔslɪms
Mosquito	Mosquito	moskʋito
mosselvissers	mosselvissers	mɔsɛlvɪsɛrs
most	most	mɔst
mosterd	mosterd	mɔstɛrt
Mosuse	Mosuse	mosysə
Moszkowicz	Moszkowicz	mɔszkoʋɪks
motetten	motetten	motɛtən
motie	motie	motsi
motief	motief	motif
motivatie	motivatie	motivatsi
motivering	motivering	motiverɪŋ
moto	moto	moto
Moto	Moto	moto
motor	motor	motɔr
Motor	Motor	motɔr
motorblok	motorblok	motɔrblɔk
motorclub	motorclub	motɔrklœp
motoren	motoren	motorən
Motoren	Motoren	motorən
motorfiets	motorfiets	motɔrfits
motorfietsen	motorfietsen	motɔrfitsən
motorkap	motorkap	motɔrkɑp
motorondersteuning	motorondersteuning	motorɔndɛrstønɪŋ
motorrijden	motorrijden	motɔrɛɪdən
motorrijders	motorrijders	motɔrɛɪdɛrs
motorrijtuigenbelasting	motorrijtuigenbelasting	motɔrɛɪtœyɣənbəlɑstɪŋ
motors	motors	motɔrs
motorsport	motorsport	motɔrspɔrt
motorsteunen	motorsteunen	motɔrstønən
motorverzekering	motorverzekering	motɔrvɛrzekerɪŋ
motten	motten	mɔtən
mottenballen	mottenballen	mɔtɛnbɑlən
motto	motto	mɔto
Mouche	Mouche	mɑuxə
Mount	Mount	mɑunt
Mountain	Mountain	mɑuntɑɪn
Mountainbike	Mountainbike	mɑuntɑɪnbikə
mountainbiker	mountainbiker	mɑuntɑɪnbɪkər
Mourinho	Mourinho	mɑurinho
Moussa	Moussa	mɑusa
mousse	mousse	mus
mout	mout	mɑut
Mout	Mout	mɑut
mouw	mouw	mɑuʋ
Movement	Movement	movemɛnt
movin	movin	movɪn
Mozambique	Mozambique	mozɑmbik
Mozart	Mozart	mozɑrt
Mozer	Mozer	mozər
Mpenza	Mpenza	mpɛnza
mpu	mpu	mpy
mr	mr	mr
mrd	mrd	mrt
msn	msn	msn
mtr	mtr	mtr
Mudde	Mudde	mœdə
mudlogger	mudlogger	mœtlɔɣər
muesli	muesli	mysli
Mugabe	Mugabe	myɣabə
Mugen-pakket	Mugen-pakket	myɣənpɑkɛt
Muiderpoortstation	Muiderpoortstation	mœydɛrportstaʃɔn
muisje	muisje	mœyʃə
muisjes	muisjes	mœyʃɛs
muisknop	muisknop	mœysknɔp
muizenrijke	muizenrijke	mœyzɛnrɛɪkə
Mulder	Mulder	mœldər
Mulders	Mulders	mœldɛrs
multicul	multicul	mœltikœl
multiculturele	multiculturele	mœltikœltyrelə
multidimensionale	multidimensionale	mœltidimɛnsionalə
multidisciplinaire	multidisciplinaire	mœltidɪsɪplinɑɪrə
multifunctionele	multifunctionele	mœltifœnkʃonelə
Multimedia	Multimedia	mœltimedia
multimediaal	multimediaal	mœltimedial
multinational	multinational	mœltinaʃonɑl
Multiple	Multiple	mœltɪplə
mum	mum	mœm
Munchen	Munchen	mœnxən
München	München	mynxən
Mundial	Mundial	mœndiɑl
munitie	munitie	mynitsi
Munnik	Munnik	mœnɪk
munt	munt	mœnt
munten	munten	mœntən
muntgeld	muntgeld	mœntɣəlt
Murakami	Murakami	myrakami
Murders	Murders	mœrdɛrs
muren	muren	myrən
Murphy	Murphy	mœrphi
Murphys	Murphys	mœrphis
Murshid	Murshid	mœrshɪt
musea	musea	mysɛa
museum	museum	mysøm
Museum	Museum	mysøm
museumcollectie	museumcollectie	mysømkɔlɛksi
Museumplein	Museumplein	mysømplɛɪn
Music	Music	mysɪk
musical	musical	mysikɑl
musicals	musicals	mysikɑls
musici	musici	mysisi
Musique	Musique	mysik
musketiers	musketiers	mœsketsirs
Muslu	Muslu	mœsly
must	must	mœst
Muta	Muta	myta
muts	muts	mœts
Muttkadu	Muttkadu	mœtkady
mutualiteit	mutualiteit	mytyalitɛɪt
muur	muur	myr
muurschildering	muurschildering	myrsxɪlderɪŋ
muzelmannen	muzelmannen	myzɛlmɑnən
muziek	muziek	myzik
Muziek	Muziek	myzik
muziekactiviteit	muziekactiviteit	myzikɑktivitɛɪt
Muziekberg	Muziekberg	myzikbərɣ
muziekclips	muziekclips	myzikklɪps
muziekfestival	muziekfestival	myzikfɛstivɑl
muziekformatie	muziekformatie	myzikfɔrmatsi
muziekgeschiedenis	muziekgeschiedenis	myzikɣəsxidenɪs
Muziekhandelaren	Muziekhandelaren	myzikhɑndelarən
muziekkanalen	muziekkanalen	myzikanalən
muziekkeuze	muziekkeuze	myzikøzə
muziekkoepel	muziekkoepel	myzikupəl
muziekleraar	muziekleraar	myziklerar
muziekleven	muziekleven	myziklevən
muziekpalet	muziekpalet	myzikpalɛt
muziekschool	muziekschool	myziksxol
Muziekschool	Muziekschool	myziksxol
muziekstijl	muziekstijl	myzikstɛɪl
muziektheater	muziektheater	myziktheatər
muziekwereld	muziekwereld	myzikʋerɛlt
muzikaal	muzikaal	myzikal
muzikale	muzikale	myzikalə
muzikaliteit	muzikaliteit	myzikalitɛɪt
muzikanten	muzikanten	myzikɑntən
my	my	mi
My	My	mi
Myc	Myc	mik
mysterieuze	mysterieuze	misteriøzə
Mystic	Mystic	mistɪk
mystiek	mystiek	mistik
Myth	Myth	mit
mythe	mythe	mithə
Mythiasin	Mythiasin	mithiasɪn
mythologie	mythologie	mitholoɣi
n	n	n
N-methyl-O-fenylisopropylamine	N-methyl-O-fenylisopropylamine	nmethilofenilisɔpropilaminə
